policy_name,pd_min,pd_max,requested_amount_min,requested_amount_max,preapproved_product,approval_rate,learning_population,term,guarantee,interest_rate,product,Addiflex Version,,,,,,
addipago_tightening_policy,0.00%,100.00%,"$900,001.00","$20,000,000.00",,0.00%,FALSE,3,0.00%,0.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,10.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,10.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,5.00%,"$300,001.00","$600,001.00",,100.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,5.00%,100.00%,"$300,001.00","$600,001.00",,0.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,3.00%,"$600,001.00","$900,001.00",,100.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,3.00%,100.00%,"$600,001.00","$900,001.00",,0.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,100.00%,"$900,001.00","$20,000,000.00",,0.00%,FALSE,4,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,10.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,10.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,5.00%,"$300,001.00","$600,001.00",,100.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,5.00%,100.00%,"$300,001.00","$600,001.00",,0.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,3.00%,"$600,001.00","$900,001.00",,100.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,3.00%,100.00%,"$600,001.00","$900,001.00",,0.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,100.00%,"$900,001.00","$20,000,000.00",,0.00%,FALSE,5,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,10.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,10.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,5.00%,"$300,001.00","$600,001.00",,100.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,5.00%,100.00%,"$300,001.00","$600,001.00",,0.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,3.00%,"$600,001.00","$900,001.00",,100.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,3.00%,100.00%,"$600,001.00","$900,001.00",,0.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_tightening_policy,0.00%,100.00%,"$900,001.00","$20,000,000.00",,0.00%,FALSE,6,0.00%,100.00%,CUPO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,1,0.00%,0.00%,CUPO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,2,0.00%,0.00%,CUPO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,3,0.00%,0.00%,CUPO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,4,0.00%,99.99%,CUPO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,5,0.00%,99.99%,CUPO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,6,0.00%,99.99%,CUPO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",INTRO,100.00%,FALSE,4,9.29%,99.99%,INTRO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",INTRO,100.00%,FALSE,5,9.29%,99.99%,INTRO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$20,000,001.00",INTRO,100.00%,FALSE,6,9.29%,99.99%,INTRO,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,26.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,26.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,26.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,26.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,26.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,26.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,26.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,26.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,26.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,26.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,26.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,26.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_homeappliances,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,1,0.00%,0.00%,CUPO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,2,0.00%,0.00%,CUPO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,3,0.00%,0.00%,CUPO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,4,0.00%,99.99%,CUPO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,5,0.00%,99.99%,CUPO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",CUPO,100.00%,FALSE,6,0.00%,99.99%,CUPO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",INTRO,100.00%,FALSE,4,9.29%,99.99%,INTRO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",INTRO,100.00%,FALSE,5,9.29%,99.99%,INTRO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$20,000,001.00",INTRO,100.00%,FALSE,6,9.29%,99.99%,INTRO,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,18.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,18.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,18.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,18.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,18.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,18.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,addipago_0aprfga_policy_tech,addipago_0aprfga_tech,FALSE
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,18.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,18.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,4,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,18.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,18.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,5,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,43.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,43.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,30.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,30.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,18.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,18.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,10.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,10.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tech,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,6,0.00%,100.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,40.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,40.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,25.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,25.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,16.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,16.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,13.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,13.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,1,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,40.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,40.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,25.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,25.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,16.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,16.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,13.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,13.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,2,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,100.00%,$0.00,"$50,000.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,40.00%,"$50,000.00","$300,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,40.00%,100.00%,"$50,000.00","$300,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,25.00%,"$300,001.00","$450,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,25.00%,100.00%,"$300,001.00","$450,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,16.00%,"$450,001.00","$600,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,16.00%,100.00%,"$450,001.00","$600,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,13.00%,"$600,001.00","$1,500,001.00",,100.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,13.00%,100.00%,"$600,001.00","$1,500,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
addipago_0aprfga_tigo,0.00%,100.00%,"$1,500,001.00","$20,000,001.00",,0.00%,FALSE,3,0.00%,0.00%,,,,,,,,
